replay_file,game_length_s,map_name,p1_race,p2_race,winner,p1_minerals_current_5min,p1_vespene_current_5min,p1_minerals_collection_rate_5min,p1_vespene_collection_rate_5min,p1_workers_active_5min,p1_army_supply_5min,p1_minerals_current_10min,p1_vespene_current_10min,p1_minerals_collection_rate_10min,p1_vespene_collection_rate_10min,p1_workers_active_10min,p1_army_supply_10min,p1_minerals_total,p1_vespene_total,p2_minerals_current_5min,p2_vespene_current_5min,p2_minerals_collection_rate_5min,p2_vespene_collection_rate_5min,p2_workers_active_5min,p2_army_supply_5min,p2_minerals_current_10min,p2_vespene_current_10min,p2_minerals_collection_rate_10min,p2_vespene_collection_rate_10min,p2_workers_active_10min,p2_army_supply_10min,p2_minerals_total,p2_vespene_total
[TvP] - Nicoract vs herO - Taito Citadel LE - 2026-03-05 13_57_40.SC2Replay,393,Taito Citadel LE,Terran,Protoss,1.0,235.0,166.0,1315.0,313.0,27.0,12.0,308.0,303.0,1651.0,335.0,36.0,22.0,7826.25,1491.25,130.0,114.0,1287.0,313.0,30.0,11.0,160.0,148.0,1259.0,313.0,31.0,16.0,6370.25,1417.75
[TvP] - Nicoract vs herO - Winter Madness LE - 2026-03-05 14_11_22.SC2Replay,721,Winter Madness LE,Terran,Protoss,2.0,120.0,10.0,1119.0,313.0,24.0,14.0,125.0,440.0,2239.0,627.0,46.0,44.0,11764.25,2793.75,65.0,36.0,1343.0,223.0,31.0,10.0,15.0,107.0,2659.0,649.0,61.0,48.0,14207.25,2879.75
[TvP] - Nicoract vs LiquidMaNa - Ruby Rock LE - 2026-02-18 13_42_56.SC2Replay,448,Ruby Rock LE,Terran,Protoss,1.0,49.0,123.0,783.0,223.0,19.0,9.0,99.0,92.0,1371.0,313.0,31.0,28.0,6831.75,1328.25,140.0,30.0,1091.0,268.0,25.0,5.0,155.0,81.0,1707.0,313.0,37.0,19.0,7545.75,1283.75
[TvP] - Nicoract vs LiquidMaNa - Taito Citadel LE - 2026-02-18 13_34_34.SC2Replay,540,Taito Citadel LE,Terran,Protoss,1.0,175.0,170.0,1147.0,313.0,27.0,12.0,330.0,386.0,2127.0,649.0,49.0,28.0,11317.25,2588.75,115.0,118.0,1455.0,335.0,33.0,7.0,375.0,227.0,1539.0,313.0,37.0,22.0,10666.25,1988.25
[TvP] - ONSYDEmaru vs [GGSZ]Gerald - Celestial Enclave LE - 2026-03-12 13_12_29.SC2Replay,1623,Celestial Enclave LE,Terran,Protoss,1.0,115.0,177.0,1091.0,313.0,26.0,13.0,290.0,133.0,1875.0,671.0,47.0,58.0,13423.25,3042.25,15.0,119.0,1343.0,313.0,31.0,8.0,685.0,563.0,2771.0,604.0,65.0,35.0,13353.25,2632.5
[TvP] - ONSYDEmaru vs [PSISTM]MaxPax - Celestial Enclave LE - 2026-03-17 17_23_04.SC2Replay,603,Celestial Enclave LE,Terran,Protoss,2.0,144.0,124.0,1203.0,313.0,25.0,14.0,179.0,61.0,1931.0,335.0,29.0,26.0,11057.25,2150.75,220.0,110.0,1371.0,313.0,32.0,6.0,395.0,141.0,1567.0,447.0,37.0,33.0,12576.25,2716.75
[TvP] - Spirit vs [SYDE]Krystianer - Tourmaline LE - 2026-02-17 13_51_12.SC2Replay,533,Tourmaline LE,Terran,Protoss,2.0,339.0,114.0,1427.0,156.0,26.0,8.0,156.0,119.0,1875.0,492.0,50.0,25.0,12080.25,1765.0,65.0,39.0,1343.0,335.0,33.0,10.0,490.0,79.0,2631.0,649.0,60.0,31.0,12367.25,2566.25
[TvP] - Spirit vs [SYDE]Krystianer - White Rabbit LE - 2026-02-17 14_01_33.SC2Replay,570,White Rabbit LE,Terran,Protoss,2.0,144.0,193.0,1455.0,156.0,26.0,13.0,724.0,249.0,2519.0,627.0,48.0,38.0,13052.75,2325.25,50.0,151.0,1287.0,313.0,33.0,8.0,260.0,185.0,2603.0,537.0,59.0,24.0,13381.75,2940.25
[TvP] - Spirit vs Creator - White Rabbit LE - 2026-02-19 14_33_00.SC2Replay,895,White Rabbit LE,Terran,Protoss,2.0,75.0,317.0,1203.0,335.0,26.0,9.0,165.0,216.0,2547.0,649.0,58.0,61.0,14417.25,2822.25,225.0,76.0,1455.0,335.0,32.0,6.0,235.0,188.0,2715.0,604.0,65.0,50.0,14809.25,3550.0
[TvT] - [iMkS]INexorable vs [EXCER]universe - Old Republic LE - 2026-03-08 14_57_18.SC2Replay,1402,Old Republic LE,Terran,Terran,1.0,153.0,158.0,1203.0,313.0,25.0,8.0,214.0,66.0,2323.0,627.0,54.0,31.0,12947.25,3254.75,70.0,102.0,1231.0,313.0,26.0,11.0,283.0,127.0,2015.0,627.0,48.0,38.0,12226.25,3008.25
[TvT] - [iMkS]INexorable vs [mouz]HeroMarine - Mothership LE - 2026-03-15 13_41_04.SC2Replay,609,Mothership LE,Terran,Terran,2.0,185.0,124.0,1259.0,335.0,27.0,8.0,252.0,174.0,1931.0,492.0,54.0,37.0,12877.25,2986.0,105.0,73.0,1091.0,291.0,25.0,14.0,405.0,196.0,1931.0,604.0,55.0,42.0,12471.25,3159.0
[TvT] - [mouz]HeroMarine vs [RBLN]ByuN - Mothership LE - 2026-03-15 14_52_41.SC2Replay,618,Mothership LE,Terran,Terran,2.0,75.0,113.0,1343.0,335.0,26.0,16.0,82.0,321.0,2127.0,671.0,56.0,55.0,13066.25,3264.25,15.0,121.0,1175.0,335.0,26.0,15.0,38.0,111.0,2463.0,649.0,53.0,58.0,13458.25,3203.25
[TvT] - [RBLN]ByuN vs ONSYDERyung - Ruby Rock LE - 2026-03-12 14_39_26.SC2Replay,728,Ruby Rock LE,Terran,Terran,1.0,145.0,110.0,1175.0,447.0,26.0,10.0,302.0,352.0,2127.0,627.0,54.0,45.0,13262.25,3410.25,120.0,275.0,1399.0,358.0,27.0,10.0,672.0,217.0,2239.0,447.0,48.0,34.0,14102.25,2436.25
[TvT] - [RBLN]ByuN vs Percival - 10000 Feet LE - 2026-03-12 16_37_51.SC2Replay,750,10000 Feet LE,Terran,Terran,1.0,185.0,152.0,1203.0,313.0,25.0,12.0,54.0,145.0,1903.0,425.0,54.0,41.0,13108.25,2980.25,160.0,106.0,1175.0,313.0,26.0,10.0,370.0,433.0,2351.0,671.0,58.0,40.0,13038.25,3399.75
[TvT] - [RBLN]ByuN vs Percival - Tourmaline LE - 2026-02-16 14_23_51.SC2Replay,1832,Tourmaline LE,Terran,Terran,1.0,115.0,222.0,1399.0,313.0,26.0,7.0,365.0,298.0,2743.0,671.0,64.0,38.0,14774.25,3444.75,175.0,88.0,1455.0,380.0,27.0,10.0,515.0,242.0,2575.0,716.0,61.0,35.0,14270.25,3545.5
[TvT] - [RBLN]ByuN vs Percival - Winter Madness LE - 2026-02-16 14_35_34.SC2Replay,660,Winter Madness LE,Terran,Terran,1.0,210.0,80.0,1259.0,335.0,26.0,13.0,330.0,335.0,2043.0,649.0,52.0,28.0,13171.25,3215.25,335.0,175.0,1483.0,313.0,27.0,9.0,128.0,155.0,1679.0,358.0,52.0,46.0,13346.25,2918.0
[TvT] - [Wardi]Wardi vs LiquidCure - Ruby Rock LE - 2026-03-08 14_06_31.SC2Replay,0,Ruby Rock LE,Terran,Terran,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,
[TvT] - Bunny vs LiquidCure - Ruby Rock LE - 2026-03-07 17_19_31.SC2Replay,475,Ruby Rock LE,Terran,Terran,2.0,195.0,66.0,1259.0,335.0,27.0,9.0,244.0,156.0,1511.0,515.0,38.0,28.0,8672.25,1771.75,380.0,247.0,1203.0,313.0,26.0,8.0,140.0,211.0,2239.0,470.0,44.0,31.0,9246.25,2209.0
[TvT] - Bunny vs LiquidCure - Winter Madness LE - 2026-03-07 17_32_20.SC2Replay,740,Winter Madness LE,Terran,Terran,2.0,245.0,169.0,1203.0,313.0,26.0,12.0,268.0,86.0,1847.0,694.0,46.0,43.0,12016.25,3685.5,255.0,74.0,1175.0,313.0,26.0,11.0,237.0,115.0,2323.0,694.0,55.0,33.0,13339.25,3305.5
[TvT] - Bunny vs Nicoract - Ruby Rock LE - 2026-03-07 14_11_28.SC2Replay,9,Ruby Rock LE,Terran,Terran,1.0,30.0,0.0,254.0,0.0,12.0,1.0,30.0,0.0,254.0,0.0,12.0,1.0,63.5,0.0,60.0,0.0,50.0,0.0,12.0,0.0,60.0,0.0,50.0,0.0,12.0,0.0,12.5,0.0
[TvT] - Bunny vs Nicoract - Ruby Rock LE - 2026-03-07 14_22_05.SC2Replay,454,Ruby Rock LE,Terran,Terran,1.0,130.0,62.0,1175.0,335.0,27.0,10.0,205.0,87.0,2071.0,627.0,44.0,31.0,9512.25,2035.25,140.0,71.0,1259.0,335.0,25.0,10.0,185.0,51.0,2267.0,671.0,41.0,35.0,9043.25,2449.25
[TvT] - Bunny vs Nicoract - Taito Citadel LE - 2026-03-07 14_04_52.SC2Replay,783,Taito Citadel LE,Terran,Terran,1.0,85.0,169.0,895.0,313.0,22.0,13.0,495.0,112.0,2043.0,649.0,49.0,43.0,11939.25,2868.75,35.0,41.0,1203.0,291.0,23.0,9.0,145.0,358.0,1987.0,515.0,46.0,47.0,11505.25,3069.25
[TvT] - LiquidCure vs [mIem]LiquidClem - Winter Madness LE - 2026-03-08 13_41_25.SC2Replay,2,Winter Madness LE,Terran,Terran,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
[TvT] - Nicoract vs [KRKTWN]Percival - Taito Citadel LE - 2026-03-18 11_18_43.SC2Replay,417,Taito Citadel LE,Terran,Terran,2.0,120.0,193.0,1007.0,313.0,23.0,4.0,193.0,55.0,1231.0,313.0,27.0,11.0,5845.25,1541.75,285.0,251.0,1175.0,313.0,25.0,7.0,67.0,194.0,1651.0,515.0,34.0,18.0,6720.25,1660.25
[TvT] - Nicoract vs Bunny - Taito Citadel LE - 2026-03-07 13_49_05.SC2Replay,6,Taito Citadel LE,Terran,Terran,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
[TvT] - Nicoract vs LiquidCure - Tourmaline LE - 2026-02-23 13_35_28.SC2Replay,444,Tourmaline LE,Terran,Terran,2.0,175.0,49.0,1203.0,313.0,24.0,12.0,95.0,75.0,1399.0,470.0,34.0,26.0,7412.75,2008.0,130.0,85.0,1119.0,313.0,25.0,11.0,233.0,185.0,1763.0,492.0,39.0,27.0,8021.75,1900.5
[TvT] - ONSYDEMaru vs [RBLN]ByuN - Winter Madness LE - 2026-03-12 13_45_18.SC2Replay,1717,Winter Madness LE,Terran,Terran,1.0,65.0,90.0,1315.0,313.0,27.0,14.0,154.0,80.0,2071.0,671.0,56.0,46.0,13710.25,3355.75,5.0,137.0,1175.0,313.0,26.0,12.0,311.0,134.0,2183.0,627.0,53.0,45.0,12926.25,3119.25
[TvZ] - [EXCER]universe vs [HTTna]MiniZergUA - 10000 Feet LE - 2026-03-08 13_48_42.SC2Replay,897,10000 Feet LE,Terran,Zerg,2.0,120.0,161.0,1539.0,358.0,27.0,13.0,240.0,201.0,2015.0,335.0,56.0,31.0,13990.25,2351.75,74.0,40.0,1539.0,156.0,33.0,14.5,614.0,155.0,2659.0,380.0,63.0,46.0,17329.25,1177.0
[TvZ] - [iMkS]INexorable vs Solar - Mothership LE - 2026-03-17 16_41_12.SC2Replay,351,Mothership LE,Terran,Zerg,2.0,165.0,71.0,1203.0,156.0,24.0,9.0,55.0,150.0,1371.0,291.0,27.0,17.0,5419.25,787.25,59.0,0.0,1539.0,0.0,32.0,12.0,159.0,116.0,1875.0,156.0,43.0,22.5,6413.25,262.0
[TvZ] - [mIem]LiquidClem vs Rogue - Mothership LE - 2026-02-18 14_10_59.SC2Replay,778,Mothership LE,Terran,Zerg,1.0,60.0,83.0,1427.0,201.0,27.0,10.0,295.0,163.0,2967.0,761.0,68.0,54.0,16104.25,2705.75,334.0,20.0,1623.0,111.0,34.0,9.5,139.0,374.0,2603.0,985.0,68.0,43.0,14921.25,2683.75
[TvZ] - [mIem]LiquidClem vs Rogue - Ruby Rock LE - 2026-02-18 13_55_46.SC2Replay,684,Ruby Rock LE,Terran,Zerg,1.0,65.0,79.0,1847.0,156.0,28.0,13.0,102.0,107.0,2771.0,627.0,65.0,52.0,16041.25,2985.25,159.0,16.0,1819.0,67.0,35.0,13.0,644.0,729.0,3275.0,671.0,70.0,47.5,17665.25,2101.25
[TvZ] - [RBLN]ByuN vs GgMachine - Mothership LE - 2026-02-16 15_58_05.SC2Replay,580,Mothership LE,Terran,Zerg,1.0,295.0,158.0,1511.0,335.0,31.0,11.0,260.0,67.0,3191.0,627.0,64.0,49.0,15502.25,3018.75,34.0,4.0,1483.0,22.0,31.0,16.0,231.0,124.0,2687.0,806.0,66.0,40.5,15922.25,1586.5
[TvZ] - [RBLN]ByuN vs GgMachine - Ruby Rock LE - 2026-02-16 15_47_20.SC2Replay,1176,Ruby Rock LE,Terran,Zerg,2.0,195.0,81.0,1539.0,335.0,28.0,14.0,110.0,330.0,2855.0,694.0,64.0,56.0,15040.25,3103.0,159.0,4.0,1483.0,22.0,33.0,14.0,114.0,694.0,3415.0,963.0,77.0,48.5,17084.25,2252.25
[TvZ] - [RBLN]ByuN vs Solar - Mothership LE - 2026-03-16 13_37_47.SC2Replay,1090,Mothership LE,Terran,Zerg,2.0,40.0,34.0,1175.0,246.0,27.0,5.0,360.0,421.0,2295.0,649.0,60.0,51.0,13878.25,3091.25,101.0,0.0,1427.0,0.0,30.0,13.5,641.0,877.0,2715.0,1030.0,67.0,47.5,16055.25,2617.0
[TvZ] - [RBLN]ByuN vs Solar - Ruby Rock LE - 2026-03-16 13_17_47.SC2Replay,1015,Ruby Rock LE,Terran,Zerg,2.0,320.0,89.0,1287.0,335.0,26.0,5.0,180.0,112.0,2995.0,627.0,64.0,55.0,14655.25,2963.25,174.0,0.0,1455.0,0.0,29.0,15.0,54.0,215.0,3051.0,1007.0,72.0,70.0,16965.25,2443.75
[TvZ] - [SBаlls]Nicoract vs [BASKGG]Serral - 10000 Feet LE - 2026-03-11 12_09_43.SC2Replay,353,10000 Feet LE,Terran,Zerg,1.0,45.0,90.0,1231.0,313.0,25.0,9.0,140.0,20.0,1987.0,0.0,27.0,19.0,5825.25,871.5,89.0,44.0,1567.0,44.0,29.0,15.0,84.0,86.0,1735.0,156.0,38.0,22.0,6630.25,318.0
[TvZ] - [SZgg]BabyMarine vs [НТТ]MiniZergUA - Celestial Enclave LE - 2026-03-15 12_50_26.SC2Replay,651,Celestial Enclave LE,Terran,Zerg,1.0,45.0,71.0,1511.0,179.0,27.0,9.0,160.0,322.0,2127.0,649.0,40.0,46.0,13444.25,2206.75,169.0,48.0,1455.0,156.0,29.0,14.0,114.0,574.0,2491.0,492.0,55.0,46.0,13339.25,2493.5
[TvZ] - Bunny vs Fjant - Taito Citadel LE - 2026-03-19 12_17_54.SC2Replay,726,Taito Citadel LE,Terran,Zerg,1.0,165.0,100.0,1399.0,156.0,26.0,6.0,320.0,172.0,2659.0,671.0,51.0,34.0,13087.25,2402.25,216.0,253.0,1007.0,156.0,22.0,13.0,98.0,147.0,2295.0,806.0,61.0,29.0,12772.25,1675.0
[TvZ] - LiquidCure vs Solar - Mothership LE - 2026-03-06 15_12_28.SC2Replay,1271,Mothership LE,Terran,Zerg,2.0,45.0,103.0,1147.0,335.0,26.0,6.0,55.0,277.0,2295.0,627.0,56.0,62.0,14116.25,3063.25,74.0,0.0,1427.0,0.0,29.0,15.0,84.0,95.0,2687.0,940.0,63.0,75.0,16706.25,2170.0
[TvZ] - LiquidCure vs Solar - Winter Madness LE - 2026-03-06 15_21_55.SC2Replay,365,Winter Madness LE,Terran,Zerg,1.0,95.0,95.0,1343.0,313.0,27.0,7.0,90.0,274.0,979.0,201.0,20.0,10.0,6552.75,1122.75,223.0,126.0,1007.0,156.0,22.0,22.0,128.0,102.0,1147.0,179.0,22.0,20.5,6314.75,624.75
[TvZ] - Nicoract vs Rogue - Old Republic LE - 2026-02-18 14_34_39.SC2Replay,566,Old Republic LE,Terran,Zerg,2.0,260.0,187.0,1399.0,223.0,26.0,8.0,45.0,533.0,2127.0,671.0,54.0,39.0,13444.75,2548.25,74.0,84.0,1343.0,179.0,33.0,10.5,166.0,273.0,2631.0,1007.0,66.0,48.5,13878.75,3226.75
[TvZ] - Nicoract vs Rogue - Taito Citadel LE - 2026-02-18 14_24_12.SC2Replay,551,Taito Citadel LE,Terran,Zerg,2.0,45.0,65.0,1455.0,335.0,27.0,11.0,445.0,134.0,2295.0,649.0,52.0,34.0,12646.75,2846.25,114.0,72.0,1679.0,134.0,34.0,12.0,272.0,289.0,1735.0,313.0,44.0,25.0,13108.75,2392.25
[TvZ] - Percival vs Solar - Ruby Rock LE - 2026-03-16 14_52_26.SC2Replay,777,Ruby Rock LE,Terran,Zerg,2.0,60.0,87.0,1679.0,246.0,28.0,8.0,39.0,148.0,2659.0,671.0,58.0,34.0,13927.25,2313.75,259.0,0.0,1427.0,0.0,26.0,21.0,244.0,389.0,2631.0,985.0,65.0,40.5,16300.25,1699.25
[TvZ] - Percival vs Solar - Winter Madness LE - 2026-03-16 14_38_34.SC2Replay,1344,Winter Madness LE,Terran,Zerg,2.0,170.0,100.0,1567.0,179.0,28.0,12.0,175.0,414.0,2967.0,627.0,65.0,60.0,15474.25,3064.25,79.0,20.0,1791.0,89.0,36.0,14.0,254.0,401.0,3359.0,963.0,81.0,73.5,17728.25,2768.75
[TvZ] - Spirit vs [SYDE]OFFSYDERex - Old Republic LE - 2026-02-17 15_12_42.SC2Replay,1466,Old Republic LE,Terran,Zerg,1.0,95.0,110.0,1315.0,335.0,27.0,8.0,197.0,464.0,3051.0,649.0,68.0,60.0,15775.25,3001.75,154.0,4.0,1623.0,0.0,32.0,15.0,279.0,70.0,2939.0,963.0,72.0,77.0,17147.25,2420.75
[TvZ] - Spirit vs [SYDE]OFFSYDERex - Ruby Rock LE - 2026-02-17 14_47_18.SC2Replay,735,Ruby Rock LE,Terran,Zerg,1.0,105.0,111.0,1315.0,335.0,28.0,10.0,16.0,165.0,2603.0,604.0,59.0,33.0,14123.25,2217.5,429.0,0.0,1483.0,0.0,25.0,19.0,544.0,775.0,2603.0,963.0,66.0,24.0,15047.25,2017.75
[ZvP] - [BASKGG]Serral vs [SBаlls]Shameless - Winter Madness LE - 2026-03-11 13_47_10.SC2Replay,966,Winter Madness LE,Zerg,Protoss,1.0,306.0,16.0,1735.0,89.0,33.0,13.0,282.0,416.0,2687.0,1187.0,67.0,83.0,17252.25,2219.25,130.0,49.0,1483.0,335.0,34.0,14.0,715.0,136.0,2799.0,918.0,66.0,29.0,15796.25,3740.5
[ZvP] - [EXCER]Cham vs boanaan - White Rabbit LE - 2026-03-08 13_25_44.SC2Replay,654,White Rabbit LE,Zerg,Protoss,1.0,271.0,176.0,923.0,111.0,18.0,18.5,169.0,18.0,1931.0,649.0,46.0,24.0,10553.25,1646.25,6.0,141.0,755.0,246.0,25.0,5.0,161.0,368.0,951.0,268.0,31.0,19.0,8334.25,2012.0
[ZvP] - [RBLN]Lambo vs [EGD]ShoWTimE - Winter Madness LE - 2026-03-15 14_39_44.SC2Replay,715,Winter Madness LE,Zerg,Protoss,2.0,45.0,0.0,1007.0,0.0,27.0,20.0,87.0,732.0,2715.0,828.0,64.0,65.5,16769.25,2489.0,85.0,32.0,1483.0,313.0,33.0,12.0,95.0,340.0,2519.0,918.0,67.0,50.0,15390.25,3482.5
[ZvP] - [RBLN]Lambo vs ONSYDEZoun - White Rabbit LE - 2026-03-12 15_17_48.SC2Replay,589,White Rabbit LE,Zerg,Protoss,1.0,99.0,0.0,1511.0,0.0,28.0,17.0,280.0,169.0,2715.0,940.0,64.0,89.0,16461.25,2247.5,260.0,151.0,1511.0,358.0,33.0,11.0,160.0,491.0,2715.0,940.0,66.0,46.0,15047.25,3433.5
[ZvP] - [SBalIs]YoungYakov vs Classic - Tourmaline LE - 2026-03-05 13_37_55.SC2Replay,1072,Tourmaline LE,Zerg,Protoss,2.0,130.0,20.0,559.0,44.0,17.0,9.5,119.0,165.0,2295.0,67.0,49.0,24.5,10980.25,763.75,145.0,76.0,895.0,335.0,23.0,9.0,380.0,485.0,1931.0,627.0,50.0,10.0,11757.25,2660.25
[ZvP] - [SBalIs]YoungYakov vs Creator - Ruby Rock LE - 2026-02-19 13_28_53.SC2Replay,295,Ruby Rock LE,Zerg,Protoss,2.0,74.0,29.0,1091.0,156.0,21.0,21.0,74.0,29.0,1091.0,156.0,21.0,21.0,4510.25,407.0,30.0,95.0,1483.0,313.0,35.0,12.0,30.0,95.0,1483.0,313.0,35.0,12.0,4664.25,815.25
[ZvP] - [SBalIs]YoungYakov vs Creator - White Rabbit LE - 2026-02-19 13_39_10.SC2Replay,545,White Rabbit LE,Zerg,Protoss,1.0,119.0,20.0,1595.0,44.0,34.0,14.0,146.0,23.0,2295.0,470.0,48.0,77.5,13962.75,1716.0,100.0,105.0,1707.0,291.0,35.0,6.0,235.0,102.0,1875.0,470.0,41.0,71.0,13241.75,2644.5
[ZvP] - [SBalIs]YoungYakov vs herO - Old Republic LE - 2026-03-05 12_45_56.SC2Replay,182,Old Republic LE,Zerg,Protoss,2.0,20.0,0.0,111.0,0.0,2.0,6.5,20.0,0.0,111.0,0.0,2.0,6.5,1158.75,0.0,38.0,14.0,0.0,67.0,11.0,4.0,38.0,14.0,0.0,67.0,11.0,4.0,2027.0,94.75
[ZvP] - [SBalIs]YoungYakov vs herO - Winter Madness LE - 2026-03-05 12_53_18.SC2Replay,366,Winter Madness LE,Zerg,Protoss,2.0,79.0,4.0,1595.0,0.0,30.0,13.0,120.0,132.0,1567.0,179.0,45.0,17.0,7189.75,290.25,25.0,13.0,1427.0,313.0,34.0,10.0,365.0,211.0,1959.0,313.0,42.0,19.0,7035.75,1296.25
[ZvP] - [SBаlls]GgMaChine vs [Heroes]LetaleX - Winter Madness LE - 2026-03-14 13_37_39.SC2Replay,894,Winter Madness LE,Zerg,Protoss,1.0,129.0,24.0,1735.0,134.0,35.0,12.0,359.0,271.0,2883.0,828.0,80.0,43.5,17679.25,2252.5,20.0,21.0,1567.0,335.0,35.0,9.0,320.0,230.0,2995.0,940.0,69.0,34.0,15873.25,3870.0
[ZvP] - [SBаlls]YoungYakov vs [EGD]ShoWTimE - Old Republic LE - 2026-02-19 15_26_49.SC2Replay,963,Old Republic LE,Zerg,Protoss,2.0,164.0,0.0,979.0,0.0,27.0,15.5,194.0,207.0,2771.0,1007.0,80.0,39.5,16461.25,2209.25,325.0,114.0,1511.0,313.0,34.0,9.0,248.0,271.0,2659.0,940.0,67.0,45.0,15551.25,3959.0
[ZvP] - [SBаlls]YoungYakov vs [EGD]ShoWTimE - Winter Madness LE - 2026-02-19 15_09_40.SC2Replay,551,Winter Madness LE,Zerg,Protoss,2.0,109.0,154.0,867.0,156.0,18.0,15.5,409.0,79.0,1427.0,0.0,35.0,23.0,10329.75,535.5,15.0,94.0,979.0,313.0,24.0,15.0,53.0,334.0,1987.0,291.0,47.0,22.0,10455.75,2150.75
[ZvP] - [SBаlls]YoungYakov vs [Heroes]ArT - Mothership LE - 2026-03-14 14_15_40.SC2Replay,607,Mothership LE,Zerg,Protoss,1.0,99.0,8.0,1651.0,44.0,32.0,10.5,439.0,752.0,2379.0,963.0,69.0,40.5,14921.25,2230.25,50.0,9.0,1483.0,313.0,34.0,12.0,300.0,621.0,2743.0,649.0,66.0,28.0,14564.25,3247.75
[ZvP] - [SBаlls]YoungYakov vs [SYDE]Krystianer - Ruby Rock LE - 2026-02-19 14_22_47.SC2Replay,853,Ruby Rock LE,Zerg,Protoss,1.0,216.0,0.0,951.0,0.0,27.0,15.5,289.0,454.0,2631.0,963.0,64.0,68.5,15978.25,2422.25,225.0,155.0,1427.0,313.0,32.0,11.0,285.0,733.0,2603.0,985.0,64.0,52.0,14879.25,3757.75
[ZvP] - [SBаlls]YoungYakov vs [SYDE]Krystianer - Taito Citadel LE - 2026-02-19 14_35_55.SC2Replay,727,Taito Citadel LE,Zerg,Protoss,1.0,66.0,0.0,1371.0,0.0,25.0,18.0,173.0,194.0,1651.0,492.0,60.0,44.0,14697.25,1610.5,230.0,293.0,839.0,335.0,25.0,11.0,813.0,174.0,2463.0,335.0,52.0,33.0,12016.25,2362.25
[ZvP] - [SYDE]OFFSYDERex vs [BBEx]Mute - 10000 Feet LE - 2026-02-17 14_16_54.SC2Replay,653,10000 Feet LE,Zerg,Protoss,1.0,76.0,0.0,979.0,0.0,19.0,7.5,128.0,88.0,2547.0,470.0,54.0,27.0,10931.25,809.0,63.0,49.0,783.0,268.0,21.0,7.0,103.0,297.0,1875.0,268.0,44.0,16.0,9923.25,2055.5
[ZvP] - [SYDE]OFFSYDERex vs [BBEx]Mute - Winter Madness LE - 2026-02-17 14_30_31.SC2Replay,761,Winter Madness LE,Zerg,Protoss,1.0,104.0,0.0,1651.0,0.0,32.0,16.0,994.0,1004.0,2715.0,940.0,66.0,64.0,16503.25,2785.0,210.0,163.0,1511.0,313.0,35.0,11.0,470.0,478.0,2631.0,940.0,68.0,44.0,15306.25,3657.0
[ZvP] - [SYDE]ONSYDERex vs [αX]Arrogfire - Old Republic LE - 2026-03-08 14_59_46.SC2Replay,785,Old Republic LE,Zerg,Protoss,2.0,64.0,4.0,1623.0,0.0,30.0,16.0,514.0,771.0,2939.0,1007.0,68.0,46.0,15089.25,2017.25,145.0,13.0,1623.0,313.0,34.0,14.0,285.0,342.0,2687.0,940.0,67.0,39.0,15404.25,3881.5
[ZvP] - Elazer vs [ONSYDE]Krystianer - Ruby Rock LE - 2026-03-12 12_31_19.SC2Replay,911,Ruby Rock LE,Zerg,Protoss,1.0,151.0,48.0,1623.0,44.0,31.0,13.0,494.0,299.0,2071.0,470.0,55.0,45.5,16090.25,1637.5,125.0,51.0,1511.0,291.0,35.0,9.0,450.0,403.0,2659.0,761.0,65.0,29.0,15537.25,2895.75
[ZvP] - Elazer vs [PSISTM]MaxPax - Winter Madness LE - 2026-03-12 15_33_57.SC2Replay,687,Winter Madness LE,Zerg,Protoss,2.0,304.0,52.0,1567.0,67.0,30.0,14.0,578.0,359.0,3415.0,649.0,77.0,55.0,16678.25,1973.25,65.0,139.0,1567.0,358.0,34.0,11.0,55.0,98.0,2743.0,940.0,67.0,47.0,15404.25,3770.0
[ZvP] - Ragnarok vs [NAFish]sebesdes - Old Republic LE - 2026-03-19 13_08_58.SC2Replay,920,Old Republic LE,Zerg,Protoss,1.0,189.0,4.0,923.0,0.0,28.0,15.5,969.0,1044.0,3107.0,963.0,75.0,34.5,16671.25,2220.75,150.0,21.0,1623.0,335.0,34.0,10.0,290.0,245.0,2827.0,963.0,69.0,33.0,15243.25,3684.75
[ZvP] - RBLNScarlett vs [PSISTM]MaxPax - White Rabbit LE - 2026-03-12 17_25_11.SC2Replay,774,White Rabbit LE,Zerg,Protoss,2.0,66.0,8.0,1035.0,0.0,22.0,13.0,516.0,306.0,2743.0,783.0,65.0,29.0,14368.25,954.75,205.0,63.0,923.0,313.0,24.0,11.0,330.0,306.0,2603.0,604.0,60.0,33.0,12401.25,2632.0
